Country,Population,GDP ($ per capita),Avg Ozone AQI,Avg NO2 AQI,Avg PM2.5 AQI,lat,lng
Canada,33098932.0,29800.0,26.527397260273972,2.9246575342465753,40.417808219178085,44.22004726027397,-79.82056712328767
France,60876136.0,27600.0,31.323788546255507,2.594713656387665,50.257709251101325,46.548817180616744,1.6568900881057267
Germany,82422299.0,27600.0,35.49626865671642,1.9440298507462686,45.35914179104478,50.66003675373134,9.131873787313433
Italy,58133509.0,26700.0,44.004618937644345,2.312933025404157,56.16859122401848,42.54311073903002,11.568963856812934
Japan,127463611.0,28200.0,39.72088353413655,3.7329317269076303,42.84538152610442,35.47404076305221,135.27177630522087
United Kingdom,60609153.0,27700.0,27.729074889867842,3.473568281938326,35.215859030837,48.770772687224664,-11.629446475770925
United States,298444215.0,37800.0,27.83282751643905,8.482802225594336,58.18614061709661,37.3485191198786,-83.93451618614061
